Year,Vision & Language,Vision & TimeSeries,Vision & Graph,Vision & Audio,Vision & Spatial,Vision & Sensor,Vision & Tabular,Language & TimeSeries,Language & Graph,Language & Audio,Language & Spatial,Language & Sensor,Language & Tabular,TimeSeries & Graph,TimeSeries & Audio,TimeSeries & Spatial,TimeSeries & Sensor,TimeSeries & Tabular,Graph & Audio,Graph & Spatial,Graph & Sensor,Graph & Tabular,Audio & Spatial,Audio & Sensor,Audio & Tabular,Spatial & Sensor,Spatial & Tabular,Sensor & Tabular
2024,244,51,1,22,10,12,6,22,9,31,3,5,15,4,7,13,20,2,1,2,0,3,1,1,1,2,1,2
