Vision & Language,Vision & Time series,Vision & Audio,Vision & Sensor,Vision & Spatial,Vision & Tabular,Vision & Graph,Language & Audio,Language & Time series,Language & Tabular,Language & Graph,Language & Sensor,Language & Spatial,Time series & Sensor,Time series & Spatial,Time series & Audio,Time series & Graph,Time series & Tabular,Graph & Spatial,Graph & Tabular,Graph & Audio,Audio & Spatial,Audio & Sensor,Audio & Tabular,Spatial & Sensor,Spatial & Tabular,Sensor & Tabular
320,56,29,15,12,11,2,41,30,21,10,6,5,23,17,8,5,2,3,3,1,1,1,1,2,1,2
